City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
689,Semnan,IR,35.5729,53.3971,78.93,31,0,2.19,clear sky
690,Ferrol,ES,43.4832,-8.2369,66.72,84,4,7.18,clear sky
691,Redmond,US,47.674,-122.1215,78.96,55,93,5.99,overcast clouds
692,Jaciara,BR,-15.9653,-54.9683,81.48,20,6,4.18,clear sky
693,Tamworth,GB,52.634,-1.6959,78.37,48,73,5.01,broken clouds
694,Sivakasi,IN,9.45,77.8167,83.62,51,95,4.21,overcast clouds
695,Kantang,TH,7.4054,99.5156,75.85,90,2,2.71,clear sky
696,Gasa,PS,31.5,34.4667,73.89,70,0,7.2,clear sky
697,Kensington,AU,-33.9167,151.2167,53.31,70,75,10.36,broken clouds
698,Boende,CD,-0.2167,20.8667,75.36,78,100,3.11,overcast clouds
699,Valparaiso,CL,-33.0393,-71.6273,66.43,70,0,9.22,clear sky
700,Batemans Bay,AU,-35.7167,150.1833,47.1,74,51,6.26,broken clouds
701,Alenquer,BR,-1.9417,-54.7383,85.1,46,70,1.45,broken clouds
702,Naze,JP,28.3667,129.4833,80.51,82,59,8.46,broken clouds
703,Zyryanka,RU,65.75,150.85,53.53,48,100,16.17,overcast clouds
704,Sur,OM,22.5667,59.5289,86.56,63,100,9.89,light rain
